ACT Symbol,Company Name
TVC,Tennessee Valley Authority Common Stock
TVE,Tennessee Valley Authority
TVPT,Travelport Worldwide Limited Common Shares
TWI,"Titan International, Inc. (DE) Common Stock"
TWLO,Twilio Inc. Class A Common Stock
TWO,Two Harbors Investment Corp
TWO$A,Two Harbors Investments Corp 8.125% Series A Fixed
TWTR,"Twitter, Inc. Common Stock"
TWX,Time Warner Inc. New Common Stock
TX,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)"
TXT,Textron Inc. Common Stock
TY,Tri Continental Corporation Common Stock
TY$,Tri Continental Corporation Preferred Stock
TYG,Tortoise Energy Infrastructure Corporation Common Stock
TYL,"Tyler Technologies, Inc. Common Stock"
UA,"Under Armour, Inc. Class C Common Stock"
UAA,"Under Armour, Inc. Class A Common Stock"
UAL,United Continental Holdings
UAM,Universal American Corporation New Common Stock
UAN,"CVR Partners, LP Common Units representing Limited Partner Interests"
UBA,Urstadt Biddle Properties Inc. Common Stock
UBP,Urstadt Biddle Properties Inc. Common Stock
UBP$F,Urstadt Biddle Properties Inc. Pfd Ser F
UBP$G,Urstadt Biddle Properties Inc. Preferred Stock Series G 6.75%
UBS,UBS Group AG Registered Ordinary Shares
UCP,"UCP, Inc. Class A Common Stock"
UDR,"UDR, Inc. Common Stock"
UE,Urban Edge Properties Common Shares of Beneficial Interest
UFI,"Unifi, Inc. New Common Stock"
UFS,Domtar Corporation (NEW) Common Stock
UGI,UGI Corporation Common Stock
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share)
UHS,"Universal Health Services, Inc. Common Stock"
UHT,Universal Health Realty Income Trust Common Stock
UIS,Unisys Corporation New Common Stock
UL,Unilever PLC Common Stock
UMC,United Microelectronics Corporation (NEW) Common Stock
UMH,"UMH Properties, Inc. Common Stock"
UMH$A,"UMH Properties, Inc. 8.25% Series A Cumulative Redeemable Preferred Stock, Liquidation Preference $25 per share"
UMH$B,"UMH Properties, Inc. 8.0% Series B Cumulative Redeemable Preferred Stock"
UN,Unilever NV Common Stock
UNF,Unifirst Corporation Common Stock
UNH,UnitedHealth Group Incorporated Common Stock (DE)
UNM,Unum Group Common Stock
UNP,Union Pacific Corporation Common Stock
UNT,Unit Corporation Common Stock
UNVR,Univar Inc. Common Stock
UPS,"United Parcel Service, Inc. Common Stock"
URI,"United Rentals, Inc. Common Stock"
USA,Liberty All
USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests"
USB,U.S. Bancorp Common Stock
USB$A,"U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non"
USB$H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B
USB$M,U.S. Bancorp Depositary Shares Representing 1/1000th Interest in a Shares Series F
USB$N,US Bancorp Del DEPOSITARY SH S G
USB$O,US Bancorp Del Dep Shs Repstg 1/1000th Perp Pfd Ser H
USDP,USD Partners LP Common Units representing limited partner interest
USFD,US Foods Holding Corp. Common Stock
USG,USG Corporation Common Stock
USM,United States Cellular Corporation Common Stock
USNA,"USANA Health Sciences, Inc. Common Stock"
USPH,"U.S. Physical Therapy, Inc. Common Stock"
UTI,Universal Technical Institute Inc Common Stock
UTL,UNITIL Corporation Common Stock
UTX,United Technologies Corporation Common Stock
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock
UVV,Universal Corporation Common Stock
UZA,United States Cellular Corporation 6.95% Senior Notes due 2060
UZB,United States Cellular Corporation 7.25% Senior Notes due 2063
UZC,United States Cellular Corporation 7.25% Senior Notes due 2064
V,Visa Inc.
VAC,Marriot Vacations Worldwide Corporation Common Stock
VAL,Valspar Corporation (The) Common Stock
VALE,VALE S.A.  American Depositary Shares Each Representing one common share
VALE.P,VALE S.A.
VAR,"Varian Medical Systems, Inc. Common Stock"
VC,Visteon Corporation Common Stock
VCO,Vina Concha Y Toro Common Stock
VCRA,"Vocera Communications, Inc. Common Stock"
VCV,Invesco California Value Municipal Income Trust Common Stock
VEC,"Vectrus, Inc. Common Stock"
VEDL,Vedanta Limited  American Depositary Shares (Each representing four equity shares)
VEEV,Veeva Systems Inc. Class A Common Stock
VER,"VEREIT, Inc. Common Stock"
VER$F,"VEREIT, Inc. 6.70% Series F Cumulative Redeemable Preferred Stock"
VET,Vermilion Energy Inc. Common (Canada)
VFC,V.F. Corporation Common Stock
VG,Vonage Holdings Corp. Common Stock
VGI,Virtus Global Multi
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE)
VGR,Vector Group Ltd. Common Stock
VHI,"Valhi, Inc. Common Stock"
VIPS,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares"
VIV,"Telefonica Brasil, S.A. ADS"
VJET,"voxeljet AG American Depositary Shares, each representing one"
VKQ,Invesco Municipal Trust Common Stock
VLO,Valero Energy Corporation Common Stock
VLP,Valero Energy Partners LP Common Units representing limited partner interests
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates"
VLT,Invesco High Income Trust II
VLY,Valley National Bancorp Common Stock
VLY$A,Valley National Bancorp 6.25% Fixed
VLY.W,Valley National Bancorp Warrants Expiring 11/14/2018
VMC,Vulcan Materials Company (Holding Company) Common Stock
VMI,"Valmont Industries, Inc. Common Stock"
VMO,Invesco Municipal Opportunity Trust Common Stock
VMW,"Vmware, Inc. Common stock, Class A"
VNCE,Vince Holding Corp. Common Stock
VNO,Vornado Realty Trust Common Stock
VNO$G,Vornado Realty Trust Preferred Series G
VNO$I,Vornado Realty Trust Preferred Series I
VNO$K,Vornado Realty Trust Pfd S K
VNO$L,Vornado Realty Trust Pfd Ser L %
VNTV,"Vantiv, Inc. Class A Common Stock"
VOC,VOC Energy Trust Units of Beneficial Interest
VOYA,"Voya Financial, Inc. Common Stock"
VPG,"Vishay Precision Group, Inc. Common Stock"
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE)
VR,"Validus Holdings, Ltd. Common Shares"
VR$A,"Validus Holdings, Ltd. Depositary Shares, each Representing a 1/1,000th Interest in a Share of 5.875% Non"
VRS,Verso Corporation Common Stock
VRTV,Veritiv Corporation Common Stock
VRX,"Valeant Pharmaceuticals International, Inc."
VSH,"Vishay Intertechnology, Inc. Common Stock"
VSI,"Vitamin Shoppe, Inc Common Stock"
VSLR,"Vivint Solar, Inc. Common Stock"
VSM,"Versum Materials, Inc. Common Stock "
VSTO,Vista Outdoor Inc. Common Stock
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock
VTR,"Ventas, Inc. Common Stock"
VTRB,"Ventas Realty, Limited Partnership // Ventas Capital Corporation 5.45% Senior Notes due 2043"
VTTI,VTTI Energy Partners LP Common Units representing limited partner interests
VVC,Vectren Corporation Common Stock
VVI,Viad Corp Common Stock
VVR,Invesco Senior Income Trust Common Stock (DE)
VVV,Valvoline Inc. Common Stock
VZ,Verizon Communications Inc. Common Stock
VZA,Verizon Communications Inc. 5.90% Notes due 2054
W,Wayfair Inc. Class A Common Stock
WAAS,AquaVenture Holdings Limited Ordinary Shares
WAB,Westinghouse Air Brake Technologies Corporation Common Stock
WAC,Walter Investment Management Corp. Common Stock
WAGE,"WageWorks, Inc. Common Stock"
WAIR,"Wesco Aircraft Holdings, Inc. Common Stock"
WAL,Western Alliance Bancorporation Common Stock (DE)
WALA,Western Alliance Bancorporation 6.25% Subordinated Debentures due 2056
WAT,Waters Corporation Common Stock
WBAI,"500.com Limited American Depositary Shares, each representing 10 Class A shares"
WBC,Wabco Holdings Inc. Common Stock
WBK,Westpac Banking Corporation Common Stock
WBS,Webster Financial Corporation Common Stock
WBS$E,Webster Financial Corporation Dep Shs Repstg 1/1000th Perp Pfd Ser E
WBT,"Welbilt, Inc. Common Stock"
WCC,"WESCO International, Inc. Common Stock"
WCG,"Wellcare Health Plans, Inc. Common Stock"
WCN,"Waste Connections, Inc. Common Shares"
WD,"Walker & Dunlop, Inc Common Stock"
WDAY,"Workday, Inc. Common Stock"
WDR,"Waddell & Reed Financial, Inc. Common Stock"
WEC,"WEC Energy Group, Inc. Common Stock"
WES,"Western Gas Partners, LP Limited Partner Interests"
WEX,WEX Inc. common stock
WF,Woori Bank American Depositary Shares (Each representing 3 shares of Common Stock)
WFC,Wells Fargo & Company Common Stock
WFC$J,Wells Fargo & Company Wells Fargo & Company 8.00% Non
WFC$L,Wells Fargo & Company Wells Fargo & Company 7.50% Non
WFC$N,Wells Fargo & Company Dep Shs Repstg 1/1000th Perp Pfd Cl A Ser N
WFC$O,Wells Fargo & Company Depositary Shares Representing 1/1000th Perpetual Preferred Class A Series O
WFC$P,Wells Fargo & Company Dep Shs Repstg 1/1000th Int Non Cum Perp Cl A Pfd (Ser P)
WFC$Q,Wells Fargo & Company Depositary Shares Representing 1/1000th Interest Perpetual Preferred Class A Series Q Fixed to Floating
WFC$R,Wells Fargo & Company Dep Shs Repstg 1/1000th Int Perp Pfd Cl A (Ser R Fixed To Flltg)
WFC$T,Wells Fargo & Company New Depository Share Representing 1/1000th Perp. Preferred Class A Series T
WFC$V,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non"
WFC$W,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non"
WFC$X,"Wells Fargo & Company Depositary Shares, each representing a 1/1,000th interest in a share of Non"
WFC.W,"Wells Fargo & Company Warrants expiring October 28, 2018"
WFE$A,"Wells Fargo & Company Cumulative Perpetual Preferred Stock, Series A, Liquidation Preference $25 per share"
WFT,Weatherford International plc (Ireland)
WG,"Willbros Group, Inc. (DE) Common Stock"
WGL,WGL Holdings IncCommon Stock
WGO,"Winnebago Industries, Inc. Common Stock"
WGP,"Western Gas Equity Partners, LP Common Units Representing Limited Partner Interests"
WHG,Westwood Holdings Group Inc Common Stock
WHR,Whirlpool Corporation Common Stock
WIA,Western Asset/Claymore Inflation
WIT,Wipro Limited Common Stock
WIW,Western Asset/Claymore Inflation
WK,Workiva Inc. Class A Common Stock
WLH,Lyon William Homes Common Stock (Class A)
WLK,Westlake Chemical Corporation Common Stock
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests
WLL,Whiting Petroleum Corporation Common Stock
WM,"Waste Management, Inc. Common Stock"
WMB,"Williams Companies, Inc. (The) Common Stock"
WMC,Western Asset Mortgage Capital Corporation Common Stock
WMK,"Weis Markets, Inc. Common Stock"
WMLP,"Westmoreland Resource Partners, LP Common Units representing Limited Partner Interests"
WMS,"Advanced Drainage Systems, Inc. Common Stock"
WMT,Wal
WNC,Wabash National Corporation Common Stock
WNR,"Western Refining Inc. Western Refining, Inc. Common Stock"
WNRL,"Western Refining Logistics, LP Common Units representing limited partner interests"
WNS,WNS (Holdings) Limited Sponsored ADR (Jersey)
WOR,"Worthington Industries, Inc. Common Stock"
WPC,W.P. Carey Inc. REIT
WPG,Washington Prime Group Inc. Common Stock
WPG$H,Washington Prime Group Inc. 7.5% Series H Cumulative Redeemable Preferred SBI
WPG$I,Washington Prime Group Inc. 6.875% Series I Cumulative Redeemable Preferred SBI
WPT,"World Point Terminals, LP Common Units representing Limited Partner Interests"
WPX,"WPX Energy, Inc. Common Stock"
WPXP,"WPX Energy, Inc. 6.25% Series A Mandatory Convertible Preferred Stock"
WPZ,"Williams Partners, L.P. Common Units Representing Limited Partner Interests"
WR,"Westar Energy, Inc. Common Stock"
WRB,W.R. Berkley Corporation Common Stock
WRB$B,W.R. Berkley Corporation 5.625% Subordinated Debentures due 2053
WRB$C,W.R. Berkley Corporation 5.900% Subordinated Debentures due 2056
WRB$D,W.R. Berkley Corporation 5.75% Subordinated Debentures due 2056
WRD,WildHorse Resource Development Corporation Common Stock
WRE,Washington Real Estate Investment Trust Common Stock
WRI,Weingarten Realty Investors Common Stock
WRK,Westrock Company Common Stock
WSM,Williams
WSO,"Watsco, Inc. Common Stock"
WSO.B,"Watsco, Inc. Class B Common Stock"
WSR,Whitestone REIT Common Shares
WST,"West Pharmaceutical Services, Inc. Common Stock"
WTI,"W&T Offshore, Inc. Common Stock"
WTM,"White Mountains Insurance Group, Ltd. Common Stock"
WTR,"Aqua America, Inc. Common Stock"
WTS,"Watts Water Technologies, Inc. Class A Common Stock"
WTW,Weight Watchers International Inc Weight Watchers International Inc
WU,Western Union Company (The) Common Stock
WUBA,"58.com Inc. American Depositary Shares, each representing 2 Class A Ordinary Shares"
WWAV,Whitewave Foods Company (The) Common Stock
WWE,"World Wrestling Entertainment, Inc. Class A Common Stock"
WWW,"Wolverine World Wide, Inc. Common Stock"
WY,Weyerhaeuser Company Common Stock
WYN,Wyndham Worldwide Corp Common  Stock
X,United States Steel Corporation Common Stock
XCO,"EXCO Resources, Inc. Exco Resources, Inc. Common Stock"
XEC,Cimarex Energy Co Common Stock
XEL,Xcel Energy Inc. Common Stock
XHR,"Xenia Hotels & Resorts, Inc. Common Stock"
XIN,Xinyuan Real Estate Co Ltd American Depositary Shares
XKE,Lehman ABS Corporation Corporate
XL,XL Group Ltd.
XNY,"China Xiniya Fashion Limited American Depositary Shares, each representing four ordinary shares"
XOM,Exxon Mobil Corporation Common Stock
XON,Intrexon Corporation Common Stock
XOXO,"XO Group, Inc. Common Stock"
XPO,"XPO Logistics, Inc."
XRM,"Xerium Technologies, Inc. New Common Stock"
XRX,Xerox Corporation Common Stock
XTLY,Xactly Corporation Common Stock
XYL,Xylem Inc. Common Stock New
Y,Alleghany Corporation Common Stock
YELP,Yelp Inc. Common Stock
YGE,Yingli Green Energy Holding Company Limited ADR
YPF,YPF Sociedad Anonima Common Stock
YRD,"Yirendai Ltd. American Depositary Shares, each representing two ordinary shares"
YUM,"Yum! Brands, Inc."
YUMC,"Yum China Holdings, Inc. Common Stock"
YUME,"YuMe, Inc. Common Stock"
ZAYO,"Zayo Group Holdings, Inc. Common Stock"
ZB$A,Zions Bancorporation Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating
ZB$F,Zions Bancorporation Dep shs Repstg 1/40th Int Sh Ser F Fxd Rate Non Cum (Perp Pfd Stk)
ZB$G,Zions Bancorporation Dep Shs Repstg 1/40th Perp Pfd Ser G
ZB$H,Zions Bancorporation Dep Shs Repstg 1/40th Int Sh Ser H Perp Pfd Stk
ZBH,"Zimmer Biomet Holdings, Inc. Common Stock"
ZBK,Zions Bancorporation 6.95% Fixed
ZEN,"Zendesk, Inc. Common Stock"
ZNH,China Southern Airlines Company Limited Common Stock
ZOES,"Zoe's Kitchen, Inc. Common Stock"
ZPIN,"Zhaopin Limited American Depositary Shares, each reprenting two Ordinary Shares"
ZTO,"ZTO Express (Cayman) Inc. American Depositary Shares, each representing one Class A ordinary share."
ZTS,Zoetis Inc. Class A Common Stock
ZX,"China Zenix Auto International Limited American Depositary Shares, each representing four ordinary shares."
